package,ecosystem,severity,cve,ghsa,summary,publishedAt,updatedAt,firstPatchedVersion,vulnerableVersionRange
rubyzip,RUBYGEMS,MODERATE,CVE-2018-1000544,GHSA-vqcq-mrmw-mcmg,Moderate severity vulnerability that affects rubyzip,2018-09-06 03:27:18,2019-07-03 21:02:03,1.2.2,<= 1.2.1
mayan-edms,PIP,MODERATE,CVE-2018-16407,GHSA-5h6m-9mvx-m6c5,Moderate severity vulnerability that affects mayan-edms,2018-09-06 03:25:03,2019-07-03 21:02:03,3.0.3,< 3.0.3
mayan-edms,PIP,MODERATE,CVE-2018-16406,GHSA-5r76-cjf4-c9qx,Moderate severity vulnerability that affects mayan-edms,2018-09-06 03:24:57,2019-07-03 21:02:03,3.0.2,< 3.0.2
mayan-edms,PIP,MODERATE,CVE-2018-16405,GHSA-fpcv-j2q9-vqhw,Moderate severity vulnerability that affects mayan-edms,2018-09-06 03:24:50,2019-07-03 21:02:03,3.0.2,< 3.0.2
simplehttpserver,NPM,MODERATE,CVE-2018-3787,GHSA-gpvj-q7fp-jcch,Moderate severity vulnerability that affects simplehttpserver,2018-09-06 03:22:59,2021-01-08 18:45:46,0.2.1,< 0.2.1
ffi,RUBYGEMS,MODERATE,CVE-2018-1000201,GHSA-2gw2-8q9w-cw8p,Moderate severity vulnerability that affects ffi,2018-08-31 14:55:43,2019-07-03 21:02:03,1.9.24,< 1.9.24
mosca,NPM,HIGH,CVE-2018-11615,GHSA-wqg7-vrj7-v82h,High severity vulnerability that affects mosca,2018-08-31 06:22:50,2021-01-08 01:48:06,2.8.2,< 2.8.2
ember-source,RUBYGEMS,MODERATE,CVE-2015-1866,GHSA-mp78-r56v-45qc,Moderate severity vulnerability that affects ember-source,2018-08-28 22:34:31,2019-07-03 21:02:03,1.11.2,">= 1.11.0, < 1.11.2"
ember-source,RUBYGEMS,MODERATE,CVE-2015-1866,GHSA-mp78-r56v-45qc,Moderate severity vulnerability that affects ember-source,2018-08-28 22:34:31,2019-07-03 21:02:03,1.10.1,= 1.10.0
spina,RUBYGEMS,MODERATE,CVE-2015-4619,GHSA-2hxv-mx8x-mcj9,Moderate severity vulnerability that affects spina,2018-08-28 22:34:22,2019-07-03 21:02:03,0.6.29,< 0.6.29
devise-two-factor,RUBYGEMS,LOW,CVE-2015-7225,GHSA-x489-jjwm-52g7,Low severity vulnerability that affects devise-two-factor,2018-08-28 22:34:15,2019-07-03 21:02:03,2.0.0,< 2.0.0
gollum,RUBYGEMS,MODERATE,CVE-2015-7314,GHSA-m2q3-53fq-7h66,Moderate severity vulnerability that affects gollum,2018-08-28 22:33:51,2019-07-03 21:02:03,4.0.1,< 4.0.1
ember-source,RUBYGEMS,LOW,CVE-2014-0046,GHSA-4q53-fqhc-cr46,Low severity vulnerability that affects ember-source,2018-08-28 22:33:42,2019-07-03 21:02:03,1.3.2,">= 1.3.0, < 1.3.2"
ember-source,RUBYGEMS,LOW,CVE-2014-0046,GHSA-4q53-fqhc-cr46,Low severity vulnerability that affects ember-source,2018-08-28 22:33:42,2019-07-03 21:02:03,1.2.2,">= 1.2.0, < 1.2.2"
ember-source,RUBYGEMS,MODERATE,CVE-2015-7565,GHSA-m3q7-rj8g-m457,Moderate severity vulnerability that affects ember-source,2018-08-28 22:33:24,2019-07-03 21:02:03,2.2.1,= 2.2.0
ember-source,RUBYGEMS,MODERATE,CVE-2015-7565,GHSA-m3q7-rj8g-m457,Moderate severity vulnerability that affects ember-source,2018-08-28 22:33:24,2019-07-03 21:02:03,2.1.2,">= 2.1.0, < 2.1.2"
ember-source,RUBYGEMS,MODERATE,CVE-2015-7565,GHSA-m3q7-rj8g-m457,Moderate severity vulnerability that affects ember-source,2018-08-28 22:33:24,2019-07-03 21:02:03,2.0.3,">= 2.0.0, < 2.0.3"
ember-source,RUBYGEMS,MODERATE,CVE-2015-7565,GHSA-m3q7-rj8g-m457,Moderate severity vulnerability that affects ember-source,2018-08-28 22:33:24,2019-07-03 21:02:03,2.0.3,">= 2.0.0, < 2.0.3"
ember-source,RUBYGEMS,MODERATE,CVE-2015-7565,GHSA-m3q7-rj8g-m457,Moderate severity vulnerability that affects ember-source,2018-08-28 22:33:24,2019-07-03 21:02:03,1.13.12,">= 1.13.0, < 1.13.12"
ember-source,RUBYGEMS,MODERATE,CVE-2015-7565,GHSA-m3q7-rj8g-m457,Moderate severity vulnerability that affects ember-source,2018-08-28 22:33:24,2019-07-03 21:02:03,1.12.2.,">= 1.12.0, < 1.12.2"
ember-source,RUBYGEMS,MODERATE,CVE-2015-7565,GHSA-m3q7-rj8g-m457,Moderate severity vulnerability that affects ember-source,2018-08-28 22:33:24,2019-07-03 21:02:03,1.11.4,">= 1.8.0, < 1.11.4"
pycryptodome,PIP,HIGH,CVE-2018-15560,GHSA-hgg3-g7gr-66r7,High severity vulnerability that affects pycryptodome,2018-08-27 19:52:28,2019-07-03 21:02:03,3.6.6,< 3.6.6
electron,NPM,CRITICAL,CVE-2018-15685,GHSA-hv9c-qwqg-qj3v,Remote Code Execution in electron,2018-08-23 19:12:08,2020-08-31 18:33:48,2.0.8,">= 2.0.0, < 2.0.8"
electron,NPM,CRITICAL,CVE-2018-15685,GHSA-hv9c-qwqg-qj3v,Remote Code Execution in electron,2018-08-23 19:12:08,2020-08-31 18:33:48,1.8.8,">= 1.8.0, < 1.8.8"
electron,NPM,CRITICAL,CVE-2018-15685,GHSA-hv9c-qwqg-qj3v,Remote Code Execution in electron,2018-08-23 19:12:08,2020-08-31 18:33:48,1.7.16,">= 1.7.0, < 1.7.16"
flask,PIP,MODERATE,CVE-2018-1000656,GHSA-562c-5r94-xh97,Moderate severity vulnerability that affects flask,2018-08-23 19:10:40,2019-07-03 21:02:03,0.12.3,< 0.12.3
nokogiri,RUBYGEMS,HIGH,CVE-2016-4658,GHSA-fr52-4hqw-p27f,High severity vulnerability that affects nokogiri,2018-08-21 19:03:26,2019-07-03 21:02:03,1.7.1,< 1.7.1
activerecord,RUBYGEMS,HIGH,CVE-2014-3514,GHSA-hm48-76wh-q86v,High severity vulnerability that affects activerecord,2018-08-21 19:03:17,2019-07-03 21:02:03,4.1.5,">= 4.1.0, < 4.1.5"
activerecord,RUBYGEMS,HIGH,CVE-2014-3514,GHSA-hm48-76wh-q86v,High severity vulnerability that affects activerecord,2018-08-21 19:03:17,2019-07-03 21:02:03,4.0.9,">= 4.0.0, < 4.0.9"
nokogiri,RUBYGEMS,HIGH,CVE-2015-5312,GHSA-xjqg-9jvg-fgx2,High severity vulnerability that affects nokogiri,2018-08-21 19:03:04,2019-07-03 21:02:03,1.6.7.1,">= 1.6.0, < 1.6.7.1"
espeak-ruby,RUBYGEMS,HIGH,CVE-2016-10193,GHSA-w655-w578-99pq,High severity vulnerability that affects espeak-ruby,2018-08-21 17:09:08,2019-07-03 21:02:03,1.0.3,< 1.0.3
ruby-saml,RUBYGEMS,MODERATE,CVE-2016-5697,GHSA-36p7-xjw8-h6f2,Moderate severity vulnerability that affects ruby-saml,2018-08-21 17:08:30,2019-07-03 21:02:03,1.3.0,< 1.3.0
passenger,RUBYGEMS,MODERATE,CVE-2016-10345,GHSA-cqxw-3p7v-p9gr,Moderate severity vulnerability that affects passenger,2018-08-21 17:08:03,2019-07-03 21:02:03,5.1.0,< 5.1.0
archive-tar-minitar,RUBYGEMS,MODERATE,CVE-2016-10173,GHSA-cwp3-834g-x79g,Moderate severity vulnerability that affects archive-tar-minitar and minitar,2018-08-21 17:07:36,2019-07-03 21:02:03,0.6,< 0.6
minitar,RUBYGEMS,MODERATE,CVE-2016-10173,GHSA-cwp3-834g-x79g,Moderate severity vulnerability that affects archive-tar-minitar and minitar,2018-08-21 17:07:36,2019-07-03 21:02:03,0.6,< 0.6
flintcms,NPM,CRITICAL,CVE-2018-3783,GHSA-jhq3-57xh-6643,Privilege Escalation due to Blind NoSQL Injection in flintcms,2018-08-21 17:03:59,2020-08-31 18:32:53,1.1.10,< 1.1.10
pyro,PIP,MODERATE,CVE-2011-2765,GHSA-xrr4-74mc-rpjc,Moderate severity vulnerability that affects pyro,2018-08-21 17:01:29,2019-07-03 21:02:03,3.15,< 3.15
git-fastclone,RUBYGEMS,HIGH,CVE-2015-8969,GHSA-mf6w-45cf-qhmp,High severity vulnerability that affects git-fastclone,2018-08-15 20:04:44,2019-07-03 21:02:02,1.0.5,< 1.0.5
redcarpet,RUBYGEMS,HIGH,CVE-2015-5147,GHSA-7322-9mx6-5j2m,High severity vulnerability that affects redcarpet,2018-08-15 20:04:30,2019-07-03 21:02:02,3.3.2,">= 3.3.0, < 3.3.2"
colorscore,RUBYGEMS,HIGH,CVE-2015-7541,GHSA-9wcm-rrvh-qjc8,High severity vulnerability that affects colorscore,2018-08-15 20:03:53,2019-07-03 21:02:02,0.0.5,< 0.0.5
git-fastclone,RUBYGEMS,HIGH,CVE-2015-8968,GHSA-8gg6-3r63-25m8,High severity vulnerability that affects git-fastclone,2018-08-15 20:03:37,2019-07-03 21:02:02,1.0.1,< 1.0.1
aedes,NPM,MODERATE,CVE-2018-3778,GHSA-4cmx-hrq9-c23p,Improper Authorization in aedes,2018-08-15 20:03:22,2021-01-08 19:55:40,0.35.1,< 0.35.1
pycsw,PIP,HIGH,CVE-2016-8640,GHSA-hg4c-rgvm-964g,High severity vulnerability that affects pycsw,2018-08-15 20:02:53,2019-07-03 21:02:02,2.0.2,">= 2.0.0, < 2.0.2"
pycsw,PIP,HIGH,CVE-2016-8640,GHSA-hg4c-rgvm-964g,High severity vulnerability that affects pycsw,2018-08-15 20:02:53,2019-07-03 21:02:02,1.10.5,">= 1.10.0, < 1.10.5"
pycsw,PIP,HIGH,CVE-2016-8640,GHSA-hg4c-rgvm-964g,High severity vulnerability that affects pycsw,2018-08-15 20:02:53,2019-07-03 21:02:02,1.8.6,< 1.8.6
sshpk,NPM,HIGH,CVE-2018-3737,GHSA-2m39-62fm-q8r3,Regular Expression Denial of Service in sshpk,2018-08-15 13:22:23,2021-01-08 20:07:45,1.13.2,< 1.13.2
doorkeeper,RUBYGEMS,MODERATE,CVE-2016-6582,GHSA-5p9f-55j8-922m,Moderate severity vulnerability that affects doorkeeper,2018-08-13 20:49:10,2019-07-03 21:02:02,4.2.0,">= 1.2.0, < 4.2.0"
activerecord,RUBYGEMS,MODERATE,CVE-2016-6317,GHSA-m8h6-m9p5-p2f8,Moderate severity vulnerability that affects activerecord,2018-08-13 20:49:01,2019-07-03 21:02:02,4.2.7.1,">= 4.2.0, < 4.2.7.1"
actionview,RUBYGEMS,MODERATE,CVE-2016-2097,GHSA-2pwf-xwr3-hp55,Moderate severity vulnerability that affects actionview,2018-08-13 20:48:52,2019-07-03 21:02:02,3.2.22.2,">= 3.2.0, < 3.2.22.2"
actionview,RUBYGEMS,MODERATE,CVE-2016-2097,GHSA-2pwf-xwr3-hp55,Moderate severity vulnerability that affects actionview,2018-08-13 20:48:52,2019-07-03 21:02:02,4.1.14.2,">= 4.0.0, < 4.1.14.2"
actionpack,RUBYGEMS,HIGH,CVE-2016-2098,GHSA-hx46-vwmx-wx95,High severity vulnerability that affects actionpack,2018-08-13 20:48:25,2019-07-03 21:02:02,3.2.22.2,">= 3.2.0, < 3.2.22.2"
actionpack,RUBYGEMS,HIGH,CVE-2016-2098,GHSA-hx46-vwmx-wx95,High severity vulnerability that affects actionpack,2018-08-13 20:48:25,2019-07-03 21:02:02,4.2.5.2,">= 4.2.0, < 4.2.5.2"
actionpack,RUBYGEMS,HIGH,CVE-2016-2098,GHSA-hx46-vwmx-wx95,High severity vulnerability that affects actionpack,2018-08-13 20:48:25,2019-07-03 21:02:02,4.1.14.2,">= 4.0.0, < 4.1.14.2"
web-console,RUBYGEMS,MODERATE,CVE-2015-3224,GHSA-82x2-g7vr-39wq,Moderate severity vulnerability that affects web-console,2018-08-13 20:48:09,2019-07-03 21:02:02,2.1.3,< 2.1.3
paperclip,RUBYGEMS,MODERATE,CVE-2015-2963,GHSA-phmw-pv3f-vvx7,Moderate severity vulnerability that affects paperclip,2018-08-13 20:47:44,2019-07-03 21:02:02,4.2.2,< 4.2.2
rest-client,RUBYGEMS,HIGH,CVE-2015-1820,GHSA-3fhf-6939-qg8p,High severity vulnerability that affects rest-client,2018-08-13 20:47:22,2019-07-03 21:02:02,1.8.0,"> 1.6.0, < 1.8.0"
rack-mini-profiler,RUBYGEMS,MODERATE,CVE-2016-4442,GHSA-995j-587r-259w,Moderate severity vulnerability that affects rack-mini-profiler,2018-08-13 20:46:58,2019-07-03 21:02:02,0.10.1,< 0.10.1
doorkeeper,RUBYGEMS,HIGH,CVE-2018-1000211,GHSA-694m-jhr9-pf77,High severity vulnerability that affects doorkeeper,2018-08-13 20:46:41,2019-07-03 21:02:02,4.4.0,">= 4.2.0, < 4.4.0"
grape,RUBYGEMS,MODERATE,CVE-2018-3769,GHSA-f599-5m7p-hcpf,Moderate severity vulnerability that affects grape,2018-08-13 20:45:32,2021-01-08 18:54:26,1.1.0,<= 1.0.3
url-parse,NPM,HIGH,CVE-2018-3774,GHSA-pv4c-p2j5-38j4,Open Redirect in url-parse,2018-08-13 15:02:15,2021-01-08 18:18:31,1.4.3,< 1.4.3
charset,NPM,MODERATE,CVE-2017-16098,GHSA-9cp3-fh5x-xfcj,Regular Expression Denial of Service in charset,2018-08-09 20:55:46,2021-01-08 19:05:13,1.0.1,< 1.0.1
debug,NPM,LOW,CVE-2017-16137,GHSA-gxpj-cx7g-858c,Regular Expression Denial of Service in debug,2018-08-09 20:18:07,2021-01-08 18:45:04,3.1.0,">= 3.0.0, < 3.1.0"
debug,NPM,LOW,CVE-2017-16137,GHSA-gxpj-cx7g-858c,Regular Expression Denial of Service in debug,2018-08-09 20:18:07,2021-01-08 18:45:04,2.6.9,< 2.6.9
superagent,NPM,LOW,CVE-2017-16129,GHSA-8225-6cvr-8pqp,Large gzip Denial of Service in superagent,2018-08-09 20:13:01,2021-01-08 19:13:22,3.7.0,< 3.7.0
nokogiri,RUBYGEMS,MODERATE,CVE-2015-1819,GHSA-q7wx-62r7-j2x7,Moderate severity vulnerability that affects nokogiri,2018-08-08 22:31:12,2019-07-03 21:02:02,1.6.6.4,">= 1.6.6.0, < 1.6.6.4"
rails_admin,RUBYGEMS,MODERATE,CVE-2016-10522,GHSA-pxqr-8v54-m2hj,Moderate severity vulnerability that affects rails_admin,2018-08-08 22:30:35,2021-01-08 18:19:29,1.1.1,">= 1.0.0, < 1.1.1"
safemode,RUBYGEMS,MODERATE,CVE-2016-3693,GHSA-44vc-fpcg-5cc5,Moderate severity vulnerability that affects safemode,2018-08-08 22:29:49,2019-07-03 21:02:02,1.2.4,< 1.2.4
safemode,RUBYGEMS,HIGH,CVE-2017-7540,GHSA-8474-rc7c-wrhp,High severity vulnerability that affects safemode,2018-08-08 22:29:10,2019-07-03 21:02:02,1.3.3,< 1.3.3
static-eval,NPM,MODERATE,CVE-2017-16226,GHSA-5mjw-6jrh-hvfq,Sandbox Breakout / Arbitrary Code Execution in static-eval,2018-08-06 21:37:06,2021-01-08 21:14:45,2.0.0,< 2.0.0
st,NPM,MODERATE,CVE-2017-16224,GHSA-72fg-jqhx-c68p,Open Redirect in st,2018-08-06 21:33:31,2021-01-08 19:19:20,1.2.2,<= 1.2.1
restforce,RUBYGEMS,HIGH,CVE-2018-3777,GHSA-534w-937m-v7x3,High severity vulnerability that affects restforce,2018-08-03 21:04:02,2021-01-08 19:52:05,3.0.0,< 3.0.0
moment,NPM,MODERATE,CVE-2016-4055,GHSA-hxf5-mg84-pj4m,Moderate severity vulnerability that affects moment,2018-07-31 23:03:17,2019-07-03 21:02:02,2.11.2,< 2.11.2
npm,NPM,HIGH,CVE-2016-3956,GHSA-m5h6-hr3q-22h5,npm Token Leak in npm,2018-07-31 22:58:35,2020-08-31 18:10:47,3.8.3,">= 3.0.0, <= 3.8.2"
npm,NPM,HIGH,CVE-2016-3956,GHSA-m5h6-hr3q-22h5,npm Token Leak in npm,2018-07-31 22:58:35,2020-08-31 18:10:47,2.15.1,<= 2.15.0
is-my-json-valid,NPM,MODERATE,CVE-2016-2537,GHSA-ccq6-3qx5-vmqx,Moderate severity vulnerability that affects is-my-json-valid,2018-07-31 22:54:14,2019-07-03 21:02:02,2.12.4,<= 2.12.3
hawk,NPM,MODERATE,CVE-2016-2515,GHSA-jcpv-g9rr-qxrc,Regular Expression Denial of Service in hawk,2018-07-31 22:52:00,2020-08-31 22:17:26,4.1.1,">= 4.0.0, < 4.1.1"
hawk,NPM,MODERATE,CVE-2016-2515,GHSA-jcpv-g9rr-qxrc,Regular Expression Denial of Service in hawk,2018-07-31 22:52:00,2020-08-31 22:17:26,3.1.3,< 3.1.3
alto-saxophone,NPM,HIGH,CVE-2016-10694,GHSA-2p69-gxpm-5469,Downloads Resources over HTTP in alto-saxophone,2018-07-31 22:34:45,2021-01-08 20:06:56,2.25.1,< 2.25.1
whereis,NPM,HIGH,CVE-2018-3772,GHSA-wjr4-2jgw-hmv8,Command Injection in whereis,2018-07-31 18:28:53,2021-01-08 01:56:37,0.4.1,< 0.4.1
cryptography,PIP,HIGH,CVE-2018-10903,GHSA-fcf9-3qw3-gxmj,High severity vulnerability that affects cryptography,2018-07-31 18:28:09,2019-07-03 21:02:02,2.3,">= 1.9.0, < 2.3"
rubyzip,RUBYGEMS,HIGH,CVE-2017-5946,GHSA-3q5q-f79q-7hr2,High severity vulnerability that affects rubyzip,2018-07-31 18:21:46,2019-07-03 21:02:02,1.2.1,< 1.2.1
nokogiri,RUBYGEMS,LOW,CVE-2017-5029,GHSA-pf6m-fxpq-fg8v,Low severity vulnerability that affects nokogiri,2018-07-31 18:21:29,2019-07-03 21:02:02,1.7.2,< 1.7.2
rack-cors,RUBYGEMS,MODERATE,CVE-2017-11173,GHSA-2j9c-9vmv-7m39,Moderate severity vulnerability that affects rack-cors,2018-07-31 18:18:39,2019-07-03 21:02:02,0.4.1,< 0.4.1
mitmproxy,PIP,MODERATE,CVE-2018-14505,GHSA-6m53-c78q-7qmg,Moderate severity vulnerability that affects mitmproxy,2018-07-31 18:18:19,2019-07-03 21:02:02,4.0.4,< 4.0.4
json-jwt,RUBYGEMS,HIGH,CVE-2018-1000539,GHSA-mj4x-wcxf-hm8x,High severity vulnerability that affects json-jwt,2018-07-31 18:13:51,2019-07-03 21:02:02,1.9.4,">= 0.5.1, < 1.9.4"
private_address_check,RUBYGEMS,HIGH,CVE-2018-3759,GHSA-2xvj-j3qh-x8c3,High severity vulnerability that affects private_address_check,2018-07-31 18:13:05,2021-01-08 20:05:48,0.5.0,< 0.5.0
serve,NPM,MODERATE,CVE-2018-3712,GHSA-q2qh-cgc2-qhr3,Directory Traversal in serve,2018-07-27 17:07:50,2021-01-08 18:18:40,6.4.9,<= 6.4.8
adm-zip,NPM,HIGH,CVE-2018-1002204,GHSA-3v6h-hqm4-2rg6,Arbitrary File Write in adm-zip,2018-07-27 17:07:14,2021-01-08 19:58:40,0.4.11,< 0.4.11
unzipper,NPM,HIGH,CVE-2018-1002203,GHSA-884w-698f-927f,Arbitrary File Write via Archive Extraction in unzipper,2018-07-27 17:06:50,2021-01-08 19:11:25,0.8.13,< 0.8.13
serve,NPM,HIGH,CVE-2018-3718,GHSA-wm77-q74p-5763,Path Traversal in superstatic,2018-07-27 17:06:03,2021-01-08 01:54:50,6.5.2,< 6.5.2
mathjax,NPM,HIGH,CVE-2018-1999024,GHSA-3c48-6pcv-88rm,High severity vulnerability that affects mathjax,2018-07-27 17:05:27,2019-07-03 21:02:02,2.7.4,< 2.7.4
https-proxy-agent,NPM,HIGH,CVE-2018-3739,GHSA-8g7p-74h8-hg48,Denial of Service in https-proxy-agent,2018-07-27 17:04:52,2021-01-27 19:48:09,2.2.0,< 2.2.0
markdown-pdf,NPM,HIGH,CVE-2018-3770,GHSA-p7c9-jqhq-vr3v,Remote Code Execution in markdown-pdf,2018-07-27 17:03:46,2021-01-08 18:23:07,9.0.0,< 9.0.0
jquery-ui,NPM,HIGH,CVE-2016-7103,GHSA-g8q2-24jh-5hpc,High severity vulnerability that affects jquery-ui,2018-07-27 14:47:52,2019-07-03 21:02:02,1.12.0,< 1.12.0
dns-sync,NPM,CRITICAL,CVE-2014-9682,GHSA-wxvm-fh75-mpgr,Critical severity vulnerability that affects dns-sync,2018-07-26 16:24:34,2019-07-03 21:02:02,0.1.1,< 0.1.1
pouchdb,NPM,CRITICAL,CVE-2016-10546,GHSA-cgqv-x5cx-xvqh,Arbitrary Code Injection in pouchdb,2018-07-26 16:22:08,2021-01-08 18:58:20,6.0.5,< 6.0.5
rope,PIP,CRITICAL,CVE-2014-3539,GHSA-r38r-qp28-2m63,Critical severity vulnerability that affects rope,2018-07-26 16:08:49,2019-07-03 21:02:02,0.11.0,<= 0.10.7
passport-azure-ad,NPM,CRITICAL,CVE-2016-7191,GHSA-73jp-3c67-hjfv,Authentication Bypass in passport-azure-ad,2018-07-26 15:53:31,2020-08-31 18:12:42,2.0.1,= 2.0.0
passport-azure-ad,NPM,CRITICAL,CVE-2016-7191,GHSA-73jp-3c67-hjfv,Authentication Bypass in passport-azure-ad,2018-07-26 15:53:31,2020-08-31 18:12:42,1.4.6,">= 1.0.0, < 1.4.6"
hekto,NPM,HIGH,CVE-2018-3725,GHSA-x26f-26qw-hhhx,Path Traversal in hekto,2018-07-26 15:22:00,2021-01-08 00:47:49,0.2.3,< 0.2.3
default-deep,NPM,LOW,CVE-2018-3723,GHSA-cqp5-m4pq-gfgp,Prototype Pollution in defaults-deep,2018-07-26 15:18:43,2021-01-08 18:56:59,0.2.4,< 0.2.4
merge-deep,NPM,LOW,CVE-2018-3722,GHSA-9g9w-hmvj-5h57,Prototype Pollution in merge-deep,2018-07-26 15:17:15,2021-01-08 19:04:35,3.0.1,< 3.0.1
lodash,NPM,LOW,CVE-2018-3721,GHSA-fvqr-27wr-82fm,Prototype Pollution in lodash,2018-07-26 15:14:52,2021-01-08 18:51:08,4.17.5,< 4.17.5
assign-deep,NPM,LOW,CVE-2018-3720,GHSA-xcvv-84j5-jw9h,Prototype Pollution in assign-deep,2018-07-26 15:12:31,2021-01-08 00:07:35,0.4.7,< 0.4.7
mixin-deep,NPM,LOW,CVE-2018-3719,GHSA-3mpr-hq3p-49h9,Prototype Pollution in mixin-deep,2018-07-26 15:10:54,2021-01-08 20:00:26,1.3.1,< 1.3.1
simple-server,NPM,HIGH,CVE-2018-3717,GHSA-rch9-xh7r-mqgw,Cross-Site Scripting in simple-server,2018-07-26 15:08:05,2021-01-08 01:58:09,1.1.0,< 1.1.0
anywhere,NPM,HIGH,CVE-2018-3717,GHSA-rch9-xh7r-mqgw,Cross-Site Scripting in simple-server,2018-07-26 15:08:05,2021-01-08 01:58:09,1.5.0,< 1.5.0
simplehttpserver,NPM,HIGH,CVE-2018-3716,GHSA-jrhj-2j3q-xf3v,Stored Cross-Site Scripting in simplehttpserver,2018-07-26 15:03:30,2021-01-08 18:31:48,0.1.0,< 0.1.0
glance,NPM,HIGH,CVE-2018-3715,GHSA-2x4q-6jfv-8h9h,Path Traversal in glance,2018-07-26 14:53:14,2021-01-08 21:14:55,3.0.4,< 3.0.4
node-srv,NPM,HIGH,CVE-2018-3714,GHSA-52r9-g5g6-2hjp,Path Traversal in node-srv,2018-07-26 14:50:41,2021-01-08 19:51:51,2.1.1,< 2.1.1
angular-http-server,NPM,HIGH,CVE-2018-3713,GHSA-4rvg-955w-h68q,Path Traversal in angular-http-server,2018-07-26 14:47:40,2021-03-23 21:44:03,1.6.0,< 1.6.0
localhost-now,NPM,HIGH,CVE-2018-3729,GHSA-2gjg-5x33-mmp2,Path Traversal in localhost-now,2018-07-25 22:44:05,2021-01-08 20:08:59,1.0.2,< 1.0.2
fresh,NPM,HIGH,CVE-2017-16119,GHSA-9qj9-36jm-prpv,Regular Expression Denial of Service in fresh,2018-07-24 20:16:57,2021-01-08 19:02:55,0.5.2,< 0.5.2
forwarded,NPM,HIGH,CVE-2017-16118,GHSA-mpcf-4gmh-23w8,Regular Expression Denial of Service in forwarded,2018-07-24 20:16:30,2021-01-08 18:27:21,0.1.2,< 0.1.2
Pillow,PIP,HIGH,CVE-2016-4009,GHSA-hvr8-466p-75rh,High severity vulnerability that affects Pillow,2018-07-24 20:15:48,2019-07-03 21:02:01,3.1.1,< 3.1.1
Pillow,PIP,MODERATE,CVE-2016-0775,GHSA-8xjv-v9xq-m5h9,Moderate severity vulnerability that affects Pillow,2018-07-24 20:15:36,2019-07-03 21:02:01,3.1.1,< 3.1.1
Pillow,PIP,MODERATE,CVE-2016-2533,GHSA-3c5c-7235-994j,Moderate severity vulnerability that affects Pillow,2018-07-24 20:15:13,2019-07-03 21:02:01,3.1.1,< 3.1.1
tough-cookie,NPM,HIGH,CVE-2017-15010,GHSA-g7q5-pjjr-gqvp,Regular Expression Denial of Service in tough-cookie,2018-07-24 20:14:39,2020-08-31 18:26:28,2.3.3,< 2.3.3
marked,NPM,HIGH,CVE-2017-16114,GHSA-x5pg-88wf-qq4p,Regular Expression Denial of Service in marked,2018-07-24 20:10:52,2021-01-08 00:47:39,0.3.9,< 0.3.9
Pillow,PIP,MODERATE,CVE-2016-9189,GHSA-rwr3-c2q8-gm56,Moderate severity vulnerability that affects Pillow,2018-07-24 20:08:27,2019-07-03 21:02:01,3.3.2,< 3.3.2
nes,NPM,HIGH,CVE-2017-16025,GHSA-3pwh-5mmc-mwrx,Denial of Service in nes,2018-07-24 20:06:33,2021-01-08 20:00:19,6.4.1,<= 6.4.0
method-override,NPM,HIGH,CVE-2017-16136,GHSA-qx2f-477c-35rq,Regular Expression Denial of Service in method-override,2018-07-24 20:06:04,2021-01-08 01:58:18,2.3.10,">= 2.0.0, < 2.3.10"
method-override,NPM,HIGH,CVE-2017-16136,GHSA-qx2f-477c-35rq,Regular Expression Denial of Service in method-override,2018-07-24 20:06:04,2021-01-08 01:58:18,2.3.10,= 1.0.2
electron,NPM,HIGH,CVE-2017-16151,GHSA-4w88-rjj3-x7wp,Chromium Remote Code Execution in electron,2018-07-24 20:04:23,2021-01-08 19:53:11,1.7.8,">= 1.7.0, < 1.7.8"
electron,NPM,HIGH,CVE-2017-16151,GHSA-4w88-rjj3-x7wp,Chromium Remote Code Execution in electron,2018-07-24 20:04:23,2021-01-08 19:53:11,1.6.14,< 1.6.14
aegir,NPM,HIGH,CVE-2017-16225,GHSA-6xhf-x49c-m5m6,Github Token Leak in aegir,2018-07-24 20:04:11,2021-01-08 19:19:20,12.0.8,">= 12.0.0, <= 12.0.7"
Pillow,PIP,MODERATE,CVE-2016-0740,GHSA-hggx-3h72-49ww,Moderate severity vulnerability that affects Pillow,2018-07-24 20:03:51,2019-07-03 21:02:01,3.1.1,< 3.1.1
feedparser,PIP,MODERATE,CVE-2012-2921,GHSA-hjf3-r7gw-9rwg,Moderate severity vulnerability that affects feedparser,2018-07-24 20:00:41,2019-07-03 21:02:01,5.1.2,< 5.1.2
uri-js,NPM,HIGH,CVE-2017-16021,GHSA-333w-rxj3-f55r,Regular Expression Denial Of Service in uri-js,2018-07-24 20:00:30,2021-01-08 20:04:46,3.0.0,<= 2.1.1
decamelize,NPM,HIGH,CVE-2017-16023,GHSA-q5c4-39f5-m68j,Regular Expression Denial of Service in decamelize,2018-07-24 20:00:17,2021-01-08 18:17:03,1.1.2,">= 1.1.0, <= 1.1.1"
useragent,NPM,HIGH,CVE-2017-16030,GHSA-pjmx-9xr3-82qr,ReDoS via long UserAgent header in useragent,2018-07-24 19:59:13,2021-01-08 21:18:50,2.1.13,<= 2.1.12
